Folio;Nombre del Articulo;Descripcion;Precio;Cantidad;Fecha de Compra;Monto;Impuesto;total_venta
SEL-10009;Teclado Inalámbrico;Teclas silenciosas español;0.0;1;01/05/2024;0.0;0.0;0.0
SEL-11919;Cafetera Espresso;Presión 15 bares automática;2185.77;2;31/07/2023;4371.54;699.45;4371.54
SEL-12267;Silla de Oficina;Soporte lumbar ajustable;6307.31;3;30/06/2023;18921.93;3027.51;18921.93
SEL-12186;Silla de Oficina;Soporte lumbar ajustable;3337.1;4;05/05/2024;13348.4;2135.74;13348.4
SEL-10567;Lámpara LED Escritorio;3 niveles de temperatura de color;2812.22;5;30/01/2024;14061.1;2249.78;14061.099999999999
SEL-10745;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;544.24;3;21/11/2023;1632.72;261.24;1632.72
SEL-10725;Mochila Porta Laptop;Impermeable con puerto USB;7310.77;2;07/09/2023;14621.54;2339.45;14621.54
SEL-10633;Monitor Curvo 27';Resolución 2K 144Hz;7799.51;3;21/10/2023;23398.53;3743.76;23398.53
SEL-11940;Lámpara LED Escritorio;3 niveles de temperatura de color;5694.62;3;24/03/2023;17083.86;2733.42;17083.86
SEL-11187;Batería Portátil;20000mAh carga rápida;3277.85;2;02/05/2023;6555.7;1048.91;6555.7
SEL-11492;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;7036.28;5;24/01/2024;35181.4;5629.02;35181.4
SEL-10861;Cafetera Espresso;Presión 15 bares automática;1275.99;4;05/01/2024;5103.96;816.63;5103.96
SEL-10897;Cafetera Espresso;Presión 15 bares automática;3221.14;2;06/04/2024;6442.28;1030.76;6442.28
SEL-10068;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;0.0;3;22/03/2023;0.0;0.0;0.0
SEL-12236;Teclado Inalámbrico;Teclas silenciosas español;4819.12;2;19/07/2023;9638.24;1542.12;9638.24
SEL-11924;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;3663.91;4;16/09/2023;14655.64;2344.9;14655.64
SEL-12076;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;377.03;5;19/07/2023;1885.15;301.62;1885.1499999999999
SEL-10765;Lámpara LED Escritorio;3 niveles de temperatura de color;461.12;5;04/12/2023;2305.6;368.9;2305.6
SEL-11205;Batería Portátil;20000mAh carga rápida;5318.62;4;12/05/2023;21274.48;3403.92;21274.48
SEL-11685;Mochila Porta Laptop;Impermeable con puerto USB;6974.33;1;03/03/2023;6974.33;1115.89;6974.33
SEL-11394;Monitor Curvo 27';Resolución 2K 144Hz;3914.9;3;02/03/2023;11744.7;1879.15;11744.7
SEL-11467;Cafetera Espresso;Presión 15 bares automática;4169.87;4;06/07/2023;16679.48;2668.72;16679.48
SEL-12089;Monitor Curvo 27';Resolución 2K 144Hz;270.3;3;15/07/2023;810.9;129.74;810.9000000000001
SEL-10648;Teclado Inalámbrico;Teclas silenciosas español;1589.9;2;16/02/2024;3179.8;508.77;3179.8
SEL-11701;Teclado Inalámbrico;Teclas silenciosas español;3132.84;5;15/02/2023;15664.2;2506.27;15664.2
SEL-10380;Mochila Porta Laptop;Impermeable con puerto USB;1187.14;4;24/04/2024;4748.56;759.77;4748.56
SEL-10945;Silla de Oficina;Soporte lumbar ajustable;6446.84;3;03/08/2023;19340.52;3094.48;19340.52
SEL-10598;Teclado Inalámbrico;Teclas silenciosas español;7023.2;3;04/06/2023;21069.6;3371.14;21069.6
SEL-10216;Smartphone X;Pantalla OLED 6.5 pulgadas;2840.52;2;14/04/2023;5681.04;908.97;5681.04
SEL-11318;Teclado Inalámbrico;Teclas silenciosas español;4939.91;3;26/10/2023;14819.73;2371.16;14819.73
SEL-12046;Monitor Curvo 27';Resolución 2K 144Hz;6210.26;2;27/06/2023;12420.52;1987.28;12420.52
SEL-12365;Lámpara LED Escritorio;3 niveles de temperatura de color;2417.5;1;04/04/2024;2417.5;386.8;2417.5
SEL-10520;Batería Portátil;20000mAh carga rápida;4741.31;5;03/04/2023;23706.55;3793.05;23706.550000000003
SEL-10728;Teclado Inalámbrico;Teclas silenciosas español;5132.17;4;22/02/2023;20528.68;3284.59;20528.68
SEL-10385;Teclado Inalámbrico;Teclas silenciosas español;7114.09;1;06/01/2024;7114.09;1138.25;7114.09
SEL-11631;Silla de Oficina;Soporte lumbar ajustable;7084.66;5;08/01/2024;35423.3;5667.73;35423.3
SEL-10110;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;7057.35;3;10/01/2024;21172.05;3387.53;21172.050000000003
SEL-10104;Cafetera Espresso;Presión 15 bares automática;6339.48;1;02/07/2023;6339.48;1014.32;6339.48
SEL-10761;Teclado Inalámbrico;Teclas silenciosas español;6344.67;3;08/05/2024;19034.01;3045.44;19034.010000000002
SEL-10577;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;7211.14;3;30/10/2023;21633.42;3461.35;21633.420000000002
SEL-10717;Teclado Inalámbrico;Teclas silenciosas español;2180.0;4;17/02/2023;8720.0;1395.2;8720.0
SEL-11119;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;3950.9;3;10/02/2024;11852.7;1896.43;11852.7
SEL-10365;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;7876.06;1;15/01/2023;7876.06;1260.17;7876.06
SEL-11803;Batería Portátil;20000mAh carga rápida;5670.75;1;15/09/2023;5670.75;907.32;5670.75
SEL-11375;Smartphone X;Pantalla OLED 6.5 pulgadas;2340.21;3;06/02/2023;7020.63;1123.3;7020.63
SEL-10129;Smartphone X;Pantalla OLED 6.5 pulgadas;5571.88;3;24/03/2024;16715.64;2674.5;16715.64
SEL-12420;Cafetera Espresso;Presión 15 bares automática;3134.55;2;07/03/2023;6269.1;1003.06;6269.1
SEL-12362;Mochila Porta Laptop;Impermeable con puerto USB;2284.58;1;23/03/2024;2284.58;365.53;2284.58
SEL-11274;Silla de Oficina;Soporte lumbar ajustable;5757.01;3;27/09/2023;17271.03;2763.36;17271.03
SEL-11132;Cafetera Espresso;Presión 15 bares automática;5498.58;4;05/01/2023;21994.32;3519.09;21994.32
SEL-11834;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;5542.47;4;09/03/2023;22169.88;3547.18;22169.88
SEL-11364;Smartphone X;Pantalla OLED 6.5 pulgadas;1121.81;5;24/12/2023;5609.05;897.45;5609.049999999999
SEL-11291;Mochila Porta Laptop;Impermeable con puerto USB;4099.75;3;24/04/2024;12299.25;1967.88;12299.25
SEL-11137;Mochila Porta Laptop;Impermeable con puerto USB;1299.11;2;26/02/2023;2598.22;415.72;2598.22
SEL-12024;Monitor Curvo 27';Resolución 2K 144Hz;977.33;1;18/02/2023;977.33;156.37;977.33
SEL-10029;Mochila Porta Laptop;Impermeable con puerto USB;0.0;4;05/01/2024;0.0;0.0;0.0
SEL-12296;Monitor Curvo 27';Resolución 2K 144Hz;7836.86;4;12/09/2023;31347.44;5015.59;31347.44
SEL-11361;Smartphone X;Pantalla OLED 6.5 pulgadas;6165.54;2;05/11/2023;12331.08;1972.97;12331.08
SEL-11697;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;5365.54;2;03/08/2023;10731.08;1716.97;10731.08
SEL-10287;Mochila Porta Laptop;Impermeable con puerto USB;711.82;3;23/02/2023;2135.46;341.67;2135.46
SEL-10247;Lámpara LED Escritorio;3 niveles de temperatura de color;1467.81;2;24/02/2024;2935.62;469.7;2935.62
SEL-10501;Smartphone X;Pantalla OLED 6.5 pulgadas;3691.93;4;12/02/2023;14767.72;2362.84;14767.72
SEL-10414;Cafetera Espresso;Presión 15 bares automática;1963.62;5;25/03/2024;9818.1;1570.9;9818.099999999999
SEL-10752;Monitor Curvo 27';Resolución 2K 144Hz;5381.8;3;01/03/2023;16145.4;2583.26;16145.400000000001
SEL-11576;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;7562.74;3;19/05/2023;22688.22;3630.12;22688.22
SEL-11140;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;1131.77;4;15/01/2024;4527.08;724.33;4527.08
SEL-10207;Lámpara LED Escritorio;3 niveles de temperatura de color;3340.09;3;15/03/2024;10020.27;1603.24;10020.27
SEL-12059;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;6681.43;2;26/02/2024;13362.86;2138.06;13362.86
SEL-11633;Lámpara LED Escritorio;3 niveles de temperatura de color;7797.02;5;01/01/2023;38985.1;6237.62;38985.100000000006
SEL-10190;Cafetera Espresso;Presión 15 bares automática;3222.11;3;08/03/2024;9666.33;1546.61;9666.33
SEL-12406;Silla de Oficina;Soporte lumbar ajustable;6106.92;1;06/01/2024;6106.92;977.11;6106.92
SEL-11459;Mochila Porta Laptop;Impermeable con puerto USB;1618.1;1;22/01/2024;1618.1;258.9;1618.1
SEL-10277;Monitor Curvo 27';Resolución 2K 144Hz;5518.69;3;02/07/2023;16556.07;2648.97;16556.07
SEL-10353;Mochila Porta Laptop;Impermeable con puerto USB;3377.9;3;09/05/2023;10133.7;1621.39;10133.7
SEL-11644;Batería Portátil;20000mAh carga rápida;2968.0;2;01/04/2023;5936.0;949.76;5936.0
SEL-12051;Teclado Inalámbrico;Teclas silenciosas español;364.99;3;28/08/2023;1094.97;175.2;1094.97
SEL-12167;Lámpara LED Escritorio;3 niveles de temperatura de color;2175.85;3;24/03/2024;6527.55;1044.41;6527.549999999999
SEL-12310;Mochila Porta Laptop;Impermeable con puerto USB;609.89;3;04/06/2023;1829.67;292.75;1829.67
SEL-10454;Teclado Inalámbrico;Teclas silenciosas español;852.24;3;21/03/2023;2556.72;409.08;2556.7200000000003
SEL-11215;Teclado Inalámbrico;Teclas silenciosas español;4274.76;5;07/03/2023;21373.8;3419.81;21373.800000000003
SEL-11739;Smartphone X;Pantalla OLED 6.5 pulgadas;5687.77;4;06/10/2023;22751.08;3640.17;22751.08
SEL-11976;Silla de Oficina;Soporte lumbar ajustable;5863.03;2;26/02/2024;11726.06;1876.17;11726.06
SEL-10869;Teclado Inalámbrico;Teclas silenciosas español;2606.69;1;08/12/2023;2606.69;417.07;2606.69
SEL-10923;Mochila Porta Laptop;Impermeable con puerto USB;7928.2;1;18/11/2023;7928.2;1268.51;7928.2
SEL-11463;Teclado Inalámbrico;Teclas silenciosas español;7592.99;2;20/01/2023;15185.98;2429.76;15185.98
SEL-11052;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;674.93;3;02/01/2023;2024.79;323.97;2024.79
SEL-10687;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;4556.97;2;26/12/2023;9113.94;1458.23;9113.94
SEL-11692;Cafetera Espresso;Presión 15 bares automática;2089.71;4;08/01/2024;8358.84;1337.41;8358.84
SEL-10724;Silla de Oficina;Soporte lumbar ajustable;7761.3;3;10/04/2024;23283.9;3725.42;23283.9
SEL-10467;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;2530.35;2;09/11/2023;5060.7;809.71;5060.7
SEL-11879;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;4507.87;4;11/03/2024;18031.48;2885.04;18031.48
SEL-11630;Monitor Curvo 27';Resolución 2K 144Hz;7453.12;1;27/01/2023;7453.12;1192.5;7453.12
SEL-12130;Teclado Inalámbrico;Teclas silenciosas español;3608.06;1;31/03/2023;3608.06;577.29;3608.06
SEL-12045;Batería Portátil;20000mAh carga rápida;4796.06;3;27/04/2023;14388.18;2302.11;14388.18
SEL-11729;Cafetera Espresso;Presión 15 bares automática;5669.39;4;20/12/2023;22677.56;3628.41;22677.56
SEL-11143;Monitor Curvo 27';Resolución 2K 144Hz;2660.72;2;05/11/2023;5321.44;851.43;5321.44
SEL-11560;Monitor Curvo 27';Resolución 2K 144Hz;7108.42;2;17/02/2024;14216.84;2274.69;14216.84
SEL-11529;Mochila Porta Laptop;Impermeable con puerto USB;7604.66;4;25/05/2023;30418.64;4866.98;30418.64
SEL-11850;Monitor Curvo 27';Resolución 2K 144Hz;3071.83;5;20/07/2023;15359.15;2457.46;15359.15
SEL-10506;Mochila Porta Laptop;Impermeable con puerto USB;934.54;5;09/01/2024;4672.7;747.63;4672.7
SEL-11647;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;1906.37;4;14/11/2023;7625.48;1220.08;7625.48
SEL-12012;Mochila Porta Laptop;Impermeable con puerto USB;2295.95;3;21/10/2023;6887.85;1102.06;6887.849999999999
SEL-11256;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;5913.72;1;11/04/2023;5913.72;946.2;5913.72
SEL-10039;Teclado Inalámbrico;Teclas silenciosas español;0.0;4;19/11/2023;0.0;0.0;0.0
SEL-12168;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;1366.4;1;04/03/2024;1366.4;218.62;1366.4
SEL-11877;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;4986.62;5;09/08/2023;24933.1;3989.3;24933.1
SEL-11434;Silla de Oficina;Soporte lumbar ajustable;2694.4;2;22/04/2024;5388.8;862.21;5388.8
SEL-11429;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;511.67;5;11/07/2023;2558.35;409.34;2558.35
SEL-10157;Cafetera Espresso;Presión 15 bares automática;7566.93;4;17/12/2023;30267.72;4842.84;30267.72
SEL-10584;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;5909.7;5;25/12/2023;29548.5;4727.76;29548.5
SEL-10200;Cafetera Espresso;Presión 15 bares automática;6559.18;5;06/02/2024;32795.9;5247.34;32795.9
SEL-11415;Lámpara LED Escritorio;3 niveles de temperatura de color;3971.67;2;02/08/2023;7943.34;1270.93;7943.34
SEL-12204;Cafetera Espresso;Presión 15 bares automática;7974.83;2;24/07/2023;15949.66;2551.95;15949.66
SEL-10345;Teclado Inalámbrico;Teclas silenciosas español;1204.59;1;19/03/2023;1204.59;192.73;1204.59
SEL-10394;Teclado Inalámbrico;Teclas silenciosas español;1896.7;2;12/11/2023;3793.4;606.94;3793.4
SEL-11412;Mochila Porta Laptop;Impermeable con puerto USB;3983.75;4;29/01/2023;15935.0;2549.6;15935.0
SEL-11694;Mochila Porta Laptop;Impermeable con puerto USB;7349.88;2;05/01/2024;14699.76;2351.96;14699.76
SEL-12286;Mochila Porta Laptop;Impermeable con puerto USB;214.76;3;14/11/2023;644.28;103.08;644.28
SEL-12391;Mochila Porta Laptop;Impermeable con puerto USB;6993.34;1;28/04/2023;6993.34;1118.93;6993.34
SEL-11915;Smartphone X;Pantalla OLED 6.5 pulgadas;4476.81;4;06/01/2024;17907.24;2865.16;17907.24
SEL-10704;Silla de Oficina;Soporte lumbar ajustable;4472.31;1;13/06/2023;4472.31;715.57;4472.31
SEL-11762;Mochila Porta Laptop;Impermeable con puerto USB;6339.63;3;28/04/2024;19018.89;3043.02;19018.89
SEL-10367;Batería Portátil;20000mAh carga rápida;3235.98;2;31/01/2023;6471.96;1035.51;6471.96
SEL-12229;Smartphone X;Pantalla OLED 6.5 pulgadas;1861.15;3;16/02/2023;5583.45;893.35;5583.450000000001
SEL-12213;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;3694.51;3;19/03/2023;11083.53;1773.36;11083.53
SEL-11621;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;936.85;2;03/04/2023;1873.7;299.79;1873.7
SEL-10856;Teclado Inalámbrico;Teclas silenciosas español;7535.52;5;17/09/2023;37677.6;6028.42;37677.600000000006
SEL-10432;Silla de Oficina;Soporte lumbar ajustable;6704.61;4;05/12/2023;26818.44;4290.95;26818.44
SEL-10278;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;1031.99;1;14/04/2024;1031.99;165.12;1031.99
SEL-11684;Batería Portátil;20000mAh carga rápida;1389.13;2;30/04/2023;2778.26;444.52;2778.26
SEL-11467;Cafetera Espresso;Presión 15 bares automática;4169.87;4;06/07/2023;16679.48;2668.72;16679.48
SEL-10714;Teclado Inalámbrico;Teclas silenciosas español;7764.26;2;28/11/2023;15528.52;2484.56;15528.52
SEL-10782;Silla de Oficina;Soporte lumbar ajustable;7087.53;2;25/03/2024;14175.06;2268.01;14175.06
SEL-12295;Lámpara LED Escritorio;3 niveles de temperatura de color;3459.14;5;15/02/2023;17295.7;2767.31;17295.7
SEL-11583;Smartphone X;Pantalla OLED 6.5 pulgadas;1856.87;2;25/08/2023;3713.74;594.2;3713.74
SEL-10227;Smartphone X;Pantalla OLED 6.5 pulgadas;1797.3;3;13/04/2023;5391.9;862.7;5391.9
SEL-11064;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;319.82;2;01/10/2023;639.64;102.34;639.64
SEL-11010;Smartphone X;Pantalla OLED 6.5 pulgadas;6220.33;5;16/07/2023;31101.65;4976.26;31101.65
SEL-10938;Monitor Curvo 27';Resolución 2K 144Hz;7192.94;3;07/05/2023;21578.82;3452.61;21578.82
SEL-10805;Mochila Porta Laptop;Impermeable con puerto USB;7449.59;1;25/11/2023;7449.59;1191.93;7449.59
SEL-10915;Batería Portátil;20000mAh carga rápida;6745.31;5;12/01/2023;33726.55;5396.25;33726.55
SEL-11898;Lámpara LED Escritorio;3 niveles de temperatura de color;6274.4;4;08/05/2023;25097.6;4015.62;25097.6
SEL-12185;Lámpara LED Escritorio;3 niveles de temperatura de color;5124.63;3;24/02/2023;15373.89;2459.82;15373.89
SEL-10564;Batería Portátil;20000mAh carga rápida;746.3;5;28/01/2024;3731.5;597.04;3731.5
SEL-12095;Batería Portátil;20000mAh carga rápida;4233.8;3;09/08/2023;12701.4;2032.22;12701.400000000001
SEL-11608;Mochila Porta Laptop;Impermeable con puerto USB;1420.54;3;14/01/2024;4261.62;681.86;4261.62
SEL-11687;Cafetera Espresso;Presión 15 bares automática;5387.75;5;01/05/2024;26938.75;4310.2;26938.75
SEL-10659;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;6012.39;5;20/01/2023;30061.95;4809.91;30061.95
SEL-10065;Teclado Inalámbrico;Teclas silenciosas español;0.0;5;15/08/2023;0.0;0.0;0.0
SEL-10885;Mochila Porta Laptop;Impermeable con puerto USB;6384.98;3;25/01/2023;19154.94;3064.79;19154.94
SEL-10617;Mochila Porta Laptop;Impermeable con puerto USB;5229.32;2;21/03/2023;10458.64;1673.38;10458.64
SEL-11207;Smartphone X;Pantalla OLED 6.5 pulgadas;5563.81;1;16/12/2023;5563.81;890.21;5563.81
SEL-11211;Smartphone X;Pantalla OLED 6.5 pulgadas;5840.4;4;19/11/2023;23361.6;3737.86;23361.6
SEL-10886;Lámpara LED Escritorio;3 niveles de temperatura de color;7277.63;3;25/01/2023;21832.89;3493.26;21832.89
SEL-10133;Batería Portátil;20000mAh carga rápida;6204.93;5;23/06/2023;31024.65;4963.94;31024.65
SEL-11170;Lámpara LED Escritorio;3 niveles de temperatura de color;800.98;4;06/02/2024;3203.92;512.63;3203.92
SEL-11809;Smartphone X;Pantalla OLED 6.5 pulgadas;1523.86;3;01/05/2023;4571.58;731.45;4571.58
SEL-10339;Smartphone X;Pantalla OLED 6.5 pulgadas;564.39;3;02/04/2023;1693.17;270.91;1693.17
SEL-10943;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;3727.76;4;05/04/2024;14911.04;2385.77;14911.04
SEL-11690;Mochila Porta Laptop;Impermeable con puerto USB;817.26;1;04/07/2023;817.26;130.76;817.26
SEL-12436;Monitor Curvo 27';Resolución 2K 144Hz;745.46;5;11/12/2023;3727.3;596.37;3727.3
SEL-10849;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;5639.29;3;30/01/2023;16917.87;2706.86;16917.87
SEL-11411;Silla de Oficina;Soporte lumbar ajustable;1723.81;2;25/10/2023;3447.62;551.62;3447.62
SEL-10399;Cafetera Espresso;Presión 15 bares automática;1813.42;1;09/02/2023;1813.42;290.15;1813.42
SEL-11534;Teclado Inalámbrico;Teclas silenciosas español;5158.09;4;15/02/2023;20632.36;3301.18;20632.36
SEL-10516;Batería Portátil;20000mAh carga rápida;3295.92;5;24/09/2023;16479.6;2636.74;16479.6
SEL-11971;Mochila Porta Laptop;Impermeable con puerto USB;5969.25;1;16/03/2023;5969.25;955.08;5969.25
SEL-11085;Cafetera Espresso;Presión 15 bares automática;7242.53;3;07/04/2024;21727.59;3476.41;21727.59
SEL-12273;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;6694.14;5;16/02/2024;33470.7;5355.31;33470.700000000004
SEL-12091;Cafetera Espresso;Presión 15 bares automática;1135.77;1;01/01/2024;1135.77;181.72;1135.77
SEL-11617;Silla de Oficina;Soporte lumbar ajustable;2512.5;1;07/08/2023;2512.5;402.0;2512.5
SEL-10390;Teclado Inalámbrico;Teclas silenciosas español;7929.31;4;14/08/2023;31717.24;5074.76;31717.24
SEL-11032;Batería Portátil;20000mAh carga rápida;5352.18;1;19/01/2023;5352.18;856.35;5352.18
SEL-11470;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;7210.02;3;24/10/2023;21630.06;3460.81;21630.06
SEL-10837;Mochila Porta Laptop;Impermeable con puerto USB;648.78;2;11/08/2023;1297.56;207.61;1297.56
SEL-10773;Silla de Oficina;Soporte lumbar ajustable;3024.43;5;24/12/2023;15122.15;2419.54;15122.15
SEL-11703;Cafetera Espresso;Presión 15 bares automática;1584.7;2;18/04/2024;3169.4;507.1;3169.4
SEL-11928;Silla de Oficina;Soporte lumbar ajustable;4780.2;2;28/12/2023;9560.4;1529.66;9560.4
SEL-11568;Monitor Curvo 27';Resolución 2K 144Hz;7533.48;2;06/03/2023;15066.96;2410.71;15066.96
SEL-11795;Monitor Curvo 27';Resolución 2K 144Hz;7689.84;5;23/10/2023;38449.2;6151.87;38449.2
SEL-12031;Cafetera Espresso;Presión 15 bares automática;4072.87;5;26/02/2023;20364.35;3258.3;20364.35
SEL-10298;Teclado Inalámbrico;Teclas silenciosas español;6715.01;3;05/04/2023;20145.03;3223.2;20145.03
SEL-12067;Smartphone X;Pantalla OLED 6.5 pulgadas;5039.28;1;17/04/2024;5039.28;806.28;5039.28
SEL-10836;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;6189.76;4;02/12/2023;24759.04;3961.45;24759.04
SEL-12328;Teclado Inalámbrico;Teclas silenciosas español;2772.11;4;13/05/2024;11088.44;1774.15;11088.44
SEL-12243;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;6496.0;3;17/02/2023;19488.0;3118.08;19488.0
SEL-10554;Monitor Curvo 27';Resolución 2K 144Hz;2508.15;2;05/05/2023;5016.3;802.61;5016.3
SEL-11906;Monitor Curvo 27';Resolución 2K 144Hz;4048.11;3;07/02/2023;12144.33;1943.09;12144.33
SEL-10565;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;1979.08;3;11/02/2023;5937.24;949.96;5937.24
SEL-12338;Smartphone X;Pantalla OLED 6.5 pulgadas;4253.97;2;07/06/2023;8507.94;1361.27;8507.94
SEL-11451;Cafetera Espresso;Presión 15 bares automática;3430.74;3;28/10/2023;10292.22;1646.76;10292.22
SEL-11814;Smartphone X;Pantalla OLED 6.5 pulgadas;379.85;3;10/02/2024;1139.55;182.33;1139.5500000000002
SEL-10908;Lámpara LED Escritorio;3 niveles de temperatura de color;5523.27;4;28/05/2023;22093.08;3534.89;22093.08
SEL-10426;Batería Portátil;20000mAh carga rápida;3308.78;5;26/04/2023;16543.9;2647.02;16543.9
SEL-10944;Silla de Oficina;Soporte lumbar ajustable;1565.64;5;30/03/2024;7828.2;1252.51;7828.200000000001
SEL-10871;Cafetera Espresso;Presión 15 bares automática;5317.59;5;24/01/2024;26587.95;4254.07;26587.95
SEL-11711;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;1693.35;2;05/01/2023;3386.7;541.87;3386.7
SEL-10853;Batería Portátil;20000mAh carga rápida;4479.17;2;26/11/2023;8958.34;1433.33;8958.34
SEL-10840;Mochila Porta Laptop;Impermeable con puerto USB;3319.81;5;25/08/2023;16599.05;2655.85;16599.05
SEL-11859;Monitor Curvo 27';Resolución 2K 144Hz;6917.09;1;23/08/2023;6917.09;1106.73;6917.09
SEL-10889;Batería Portátil;20000mAh carga rápida;7573.09;5;13/01/2023;37865.45;6058.47;37865.45
SEL-10222;Batería Portátil;20000mAh carga rápida;3642.95;4;30/01/2023;14571.8;2331.49;14571.8
SEL-10868;Monitor Curvo 27';Resolución 2K 144Hz;3863.76;4;12/05/2023;15455.04;2472.81;15455.04
SEL-12374;Monitor Curvo 27';Resolución 2K 144Hz;4684.48;4;27/06/2023;18737.92;2998.07;18737.92
SEL-10270;Cafetera Espresso;Presión 15 bares automática;4881.02;2;28/04/2023;9762.04;1561.93;9762.04
SEL-10490;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;6199.24;5;21/03/2024;30996.2;4959.39;30996.199999999997
SEL-10113;Smartphone X;Pantalla OLED 6.5 pulgadas;2188.73;4;08/03/2023;8754.92;1400.79;8754.92
SEL-11229;Smartphone X;Pantalla OLED 6.5 pulgadas;7098.65;3;24/03/2024;21295.95;3407.35;21295.949999999997
SEL-10904;Monitor Curvo 27';Resolución 2K 144Hz;1583.45;3;27/01/2023;4750.35;760.06;4750.35
SEL-11681;Monitor Curvo 27';Resolución 2K 144Hz;7017.84;4;19/09/2023;28071.36;4491.42;28071.36
SEL-12127;Lámpara LED Escritorio;3 niveles de temperatura de color;2551.33;3;11/01/2023;7653.99;1224.64;7653.99
SEL-12434;Monitor Curvo 27';Resolución 2K 144Hz;1874.81;3;17/02/2023;5624.43;899.91;5624.43
SEL-10423;Lámpara LED Escritorio;3 niveles de temperatura de color;6000.65;1;16/07/2023;6000.65;960.1;6000.65
SEL-11386;Teclado Inalámbrico;Teclas silenciosas español;7897.54;5;11/03/2024;39487.7;6318.03;39487.7
SEL-10996;Monitor Curvo 27';Resolución 2K 144Hz;3824.66;5;12/05/2024;19123.3;3059.73;19123.3
SEL-10168;Silla de Oficina;Soporte lumbar ajustable;1788.04;1;16/05/2023;1788.04;286.09;1788.04
SEL-10785;Cafetera Espresso;Presión 15 bares automática;5945.46;5;21/10/2023;29727.3;4756.37;29727.3
SEL-11847;Smartphone X;Pantalla OLED 6.5 pulgadas;4537.29;1;07/01/2023;4537.29;725.97;4537.29
SEL-10599;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;5730.73;1;11/10/2023;5730.73;916.92;5730.73
SEL-10237;Silla de Oficina;Soporte lumbar ajustable;7021.59;2;02/04/2023;14043.18;2246.91;14043.18
SEL-10375;Smartphone X;Pantalla OLED 6.5 pulgadas;678.32;5;09/08/2023;3391.6;542.66;3391.6000000000004
SEL-11542;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;7898.58;2;01/05/2023;15797.16;2527.55;15797.16
SEL-11024;Batería Portátil;20000mAh carga rápida;4504.81;2;13/09/2023;9009.62;1441.54;9009.62
SEL-11373;Batería Portátil;20000mAh carga rápida;720.85;4;24/04/2023;2883.4;461.34;2883.4
SEL-10524;Mochila Porta Laptop;Impermeable con puerto USB;4935.43;5;13/06/2023;24677.15;3948.34;24677.15
SEL-10217;Cafetera Espresso;Presión 15 bares automática;6131.63;4;13/04/2024;24526.52;3924.24;24526.52
SEL-10063;Smartphone X;Pantalla OLED 6.5 pulgadas;0.0;1;21/10/2023;0.0;0.0;0.0
SEL-10412;Cafetera Espresso;Presión 15 bares automática;2544.37;1;14/08/2023;2544.37;407.1;2544.37
SEL-11142;Batería Portátil;20000mAh carga rápida;433.33;2;01/02/2024;866.66;138.67;866.66
SEL-12444;Mochila Porta Laptop;Impermeable con puerto USB;1913.67;5;09/01/2023;9568.35;1530.94;9568.35
SEL-10806;Lámpara LED Escritorio;3 niveles de temperatura de color;2655.94;5;14/10/2023;13279.7;2124.75;13279.7
SEL-10549;Silla de Oficina;Soporte lumbar ajustable;4256.28;4;08/12/2023;17025.12;2724.02;17025.12
SEL-10401;Batería Portátil;20000mAh carga rápida;958.31;3;04/01/2023;2874.93;459.99;2874.93
