Folio,Nombre del Articulo,Descripcion,Precio,Cantidad,Fecha de Compra,Monto,Impuesto
SEL-11843,Smartphone X,Pantalla OLED 6.5 pulgadas,5016.36,3,09/12/2023,15049.08,2407.85
SEL-10160,Lámpara LED Escritorio,3 niveles de temperatura de color,649.13,4,29/07/2023,2596.52,415.44
SEL-11913,Monitor Curvo 27',Resolución 2K 144Hz,3779.24,2,22/06/2023,7558.48,1209.36
SEL-10522,Teclado Inalámbrico,Teclas silenciosas español,2411.12,3,24/03/2023,7233.36,1157.34
SEL-10431,Silla de Oficina,Soporte lumbar ajustable,3278.28,1,19/10/2023,3278.28,524.52
SEL-11775,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,7113.12,4,02/04/2024,28452.48,4552.4
SEL-10028,Cafetera Espresso,Presión 15 bares automática,,5,07/06/2023,0.0,0.0
SEL-11026,Monitor Curvo 27',Resolución 2K 144Hz,1813.17,2,02/10/2023,3626.34,580.21
SEL-11493,Cafetera Espresso,Presión 15 bares automática,3395.51,2,25/07/2023,6791.02,1086.56
SEL-10108,Cafetera Espresso,Presión 15 bares automática,3085.88,3,29/03/2023,9257.64,1481.22
SEL-12066,Mochila Porta Laptop,Impermeable con puerto USB,4436.85,3,12/01/2024,13310.55,2129.69
SEL-10395,Cafetera Espresso,Presión 15 bares automática,4976.1,5,06/07/2023,24880.5,3980.88
SEL-11476,Batería Portátil,20000mAh carga rápida,3986.49,3,04/02/2023,11959.47,1913.52
SEL-10146,Lámpara LED Escritorio,3 niveles de temperatura de color,6839.96,2,15/12/2023,13679.92,2188.79
SEL-10195,Teclado Inalámbrico,Teclas silenciosas español,7721.39,3,05/06/2023,23164.17,3706.27
SEL-11782,Silla de Oficina,Soporte lumbar ajustable,2899.66,4,19/07/2023,11598.64,1855.78
SEL-12235,Monitor Curvo 27',Resolución 2K 144Hz,1711.93,5,07/03/2023,8559.65,1369.54
SEL-12409,Cafetera Espresso,Presión 15 bares automática,1931.32,4,06/09/2023,7725.28,1236.04
SEL-11444,Cafetera Espresso,Presión 15 bares automática,2821.44,1,22/02/2024,2821.44,451.43
SEL-10085,Cafetera Espresso,Presión 15 bares automática,,5,28/02/2023,0.0,0.0
SEL-12028,Smartphone X,Pantalla OLED 6.5 pulgadas,1979.32,3,21/03/2024,5937.96,950.07
SEL-11355,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,6158.14,5,25/02/2024,30790.7,4926.51
SEL-11686,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,5798.46,2,14/03/2023,11596.92,1855.51
SEL-11982,Cafetera Espresso,Presión 15 bares automática,2498.2,4,11/01/2023,9992.8,1598.85
SEL-11727,Monitor Curvo 27',Resolución 2K 144Hz,7363.85,2,15/01/2023,14727.7,2356.43
SEL-10291,Silla de Oficina,Soporte lumbar ajustable,7408.75,3,14/02/2023,22226.25,3556.2
SEL-12439,Teclado Inalámbrico,Teclas silenciosas español,6827.87,3,03/04/2023,20483.61,3277.38
SEL-10290,Monitor Curvo 27',Resolución 2K 144Hz,7061.68,2,24/12/2023,14123.36,2259.74
SEL-10784,Mochila Porta Laptop,Impermeable con puerto USB,3097.21,2,16/02/2023,6194.42,991.11
SEL-11594,Cafetera Espresso,Presión 15 bares automática,3955.94,1,11/05/2023,3955.94,632.95
SEL-10544,Monitor Curvo 27',Resolución 2K 144Hz,5039.18,5,07/11/2023,25195.9,4031.34
SEL-12187,Mochila Porta Laptop,Impermeable con puerto USB,4980.51,1,28/05/2023,4980.51,796.88
SEL-11069,Lámpara LED Escritorio,3 niveles de temperatura de color,3265.56,4,09/03/2023,13062.24,2089.96
SEL-10988,Cafetera Espresso,Presión 15 bares automática,4549.29,2,09/01/2024,9098.58,1455.77
SEL-11822,Cafetera Espresso,Presión 15 bares automática,4829.4,3,15/06/2023,14488.2,2318.11
SEL-10138,Teclado Inalámbrico,Teclas silenciosas español,5935.53,5,24/03/2023,29677.65,4748.42
SEL-12201,Monitor Curvo 27',Resolución 2K 144Hz,984.84,4,09/03/2024,3939.36,630.3
SEL-12394,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,1292.07,1,11/08/2023,1292.07,206.73
SEL-11626,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,6919.19,4,25/08/2023,27676.76,4428.28
SEL-11998,Teclado Inalámbrico,Teclas silenciosas español,6188.21,5,27/09/2023,30941.05,4950.57
SEL-10631,Cafetera Espresso,Presión 15 bares automática,7392.46,3,21/01/2024,22177.38,3548.38
SEL-10376,Mochila Porta Laptop,Impermeable con puerto USB,2811.72,2,23/01/2024,5623.44,899.75
SEL-12364,Lámpara LED Escritorio,3 niveles de temperatura de color,1448.72,3,03/12/2023,4346.16,695.39
SEL-10798,Lámpara LED Escritorio,3 niveles de temperatura de color,3275.44,4,18/08/2023,13101.76,2096.28
SEL-11864,Mochila Porta Laptop,Impermeable con puerto USB,6634.7,1,30/01/2024,6634.7,1061.55
SEL-10402,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,3216.69,2,16/09/2023,6433.38,1029.34
SEL-12149,Silla de Oficina,Soporte lumbar ajustable,2819.5,1,27/09/2023,2819.5,451.12
SEL-11331,Teclado Inalámbrico,Teclas silenciosas español,340.7,3,01/05/2024,1022.1,163.54
SEL-11896,Silla de Oficina,Soporte lumbar ajustable,7339.09,4,10/04/2023,29356.36,4697.02
SEL-11749,Silla de Oficina,Soporte lumbar ajustable,1051.73,1,06/06/2023,1051.73,168.28
SEL-11832,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,1559.59,1,01/02/2024,1559.59,249.53
SEL-10266,Lámpara LED Escritorio,3 niveles de temperatura de color,467.36,2,07/03/2024,934.72,149.56
SEL-11950,Smartphone X,Pantalla OLED 6.5 pulgadas,7914.09,1,02/03/2024,7914.09,1266.25
SEL-12208,Monitor Curvo 27',Resolución 2K 144Hz,1686.68,5,11/03/2023,8433.4,1349.34
SEL-10144,Mochila Porta Laptop,Impermeable con puerto USB,4734.93,5,01/04/2024,23674.65,3787.94
SEL-11757,Mochila Porta Laptop,Impermeable con puerto USB,298.02,5,14/02/2024,1490.1,238.42
SEL-12006,Smartphone X,Pantalla OLED 6.5 pulgadas,5528.66,1,22/05/2023,5528.66,884.59
SEL-11918,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,3871.54,1,04/01/2024,3871.54,619.45
SEL-10468,Cafetera Espresso,Presión 15 bares automática,6704.02,5,26/05/2023,33520.1,5363.22
SEL-12379,Lámpara LED Escritorio,3 niveles de temperatura de color,7712.39,3,14/08/2023,23137.17,3701.95
SEL-10280,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,6820.96,5,26/01/2024,34104.8,5456.77
SEL-11623,Smartphone X,Pantalla OLED 6.5 pulgadas,1302.47,5,23/09/2023,6512.35,1041.98
SEL-11824,Batería Portátil,20000mAh carga rápida,6511.99,2,30/01/2023,13023.98,2083.84
SEL-11649,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,6754.52,3,06/01/2023,20263.56,3242.17
SEL-11932,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,4673.25,2,12/09/2023,9346.5,1495.44
SEL-11029,Batería Portátil,20000mAh carga rápida,7867.83,3,15/02/2023,23603.49,3776.56
SEL-10403,Teclado Inalámbrico,Teclas silenciosas español,7257.77,5,30/07/2023,36288.85,5806.22
SEL-10489,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,5787.83,4,27/09/2023,23151.32,3704.21
SEL-11510,Lámpara LED Escritorio,3 niveles de temperatura de color,6538.56,3,07/08/2023,19615.68,3138.51
SEL-11081,Batería Portátil,20000mAh carga rápida,4435.6,5,06/03/2023,22178.0,3548.48
SEL-10483,Smartphone X,Pantalla OLED 6.5 pulgadas,2306.64,5,21/06/2023,11533.2,1845.31
SEL-12090,Silla de Oficina,Soporte lumbar ajustable,6274.43,4,05/03/2023,25097.72,4015.64
SEL-12115,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,5469.53,2,31/01/2023,10939.06,1750.25
SEL-11426,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,6709.1,3,02/03/2024,20127.3,3220.37
SEL-11850,Monitor Curvo 27',Resolución 2K 144Hz,3071.83,5,20/07/2023,15359.15,2457.46
SEL-11055,Cafetera Espresso,Presión 15 bares automática,2269.48,5,06/11/2023,11347.4,1815.58
SEL-12342,Cafetera Espresso,Presión 15 bares automática,2896.33,2,08/01/2024,5792.66,926.83
SEL-10562,Silla de Oficina,Soporte lumbar ajustable,4500.69,1,26/04/2024,4500.69,720.11
SEL-11696,Teclado Inalámbrico,Teclas silenciosas español,1301.99,1,21/05/2023,1301.99,208.32
SEL-11535,Teclado Inalámbrico,Teclas silenciosas español,2494.1,4,27/03/2023,9976.4,1596.22
SEL-11724,Batería Portátil,20000mAh carga rápida,3067.01,1,28/12/2023,3067.01,490.72
SEL-12427,Monitor Curvo 27',Resolución 2K 144Hz,4837.73,5,06/04/2023,24188.65,3870.18
SEL-10763,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,2202.34,1,12/05/2024,2202.34,352.37
SEL-12183,Smartphone X,Pantalla OLED 6.5 pulgadas,2758.7,1,04/02/2024,2758.7,441.39
SEL-10224,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,6209.34,2,04/10/2023,12418.68,1986.99
SEL-10443,Cafetera Espresso,Presión 15 bares automática,5358.77,1,10/02/2024,5358.77,857.4
SEL-10830,Mochila Porta Laptop,Impermeable con puerto USB,1860.09,5,13/04/2023,9300.45,1488.07
SEL-10209,Batería Portátil,20000mAh carga rápida,4897.69,4,06/01/2024,19590.76,3134.52
SEL-12154,Lámpara LED Escritorio,3 niveles de temperatura de color,4195.97,1,25/12/2023,4195.97,671.36
SEL-11418,Batería Portátil,20000mAh carga rápida,2866.44,1,08/03/2024,2866.44,458.63
SEL-11889,Monitor Curvo 27',Resolución 2K 144Hz,4461.2,3,15/02/2024,13383.6,2141.38
SEL-12108,Batería Portátil,20000mAh carga rápida,1412.19,5,21/02/2024,7060.95,1129.75
SEL-11148,Lámpara LED Escritorio,3 niveles de temperatura de color,3741.65,5,20/03/2024,18708.25,2993.32
SEL-10150,Batería Portátil,20000mAh carga rápida,3380.36,4,19/11/2023,13521.44,2163.43
SEL-11216,Silla de Oficina,Soporte lumbar ajustable,7192.17,3,30/09/2023,21576.51,3452.24
SEL-10456,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,2003.85,5,24/03/2023,10019.25,1603.08
SEL-10166,Monitor Curvo 27',Resolución 2K 144Hz,1939.18,2,04/01/2023,3878.36,620.54
SEL-11524,Cafetera Espresso,Presión 15 bares automática,5551.95,3,09/02/2024,16655.85,2664.94
SEL-10072,Silla de Oficina,Soporte lumbar ajustable,,4,10/03/2024,0.0,0.0
SEL-11880,Cafetera Espresso,Presión 15 bares automática,3812.22,4,30/04/2024,15248.88,2439.82
SEL-11011,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,3874.71,2,10/10/2023,7749.42,1239.91
SEL-11741,Monitor Curvo 27',Resolución 2K 144Hz,5434.68,3,13/01/2024,16304.04,2608.65
SEL-10005,Lámpara LED Escritorio,3 niveles de temperatura de color,,4,12/01/2023,0.0,0.0
SEL-12209,Smartphone X,Pantalla OLED 6.5 pulgadas,3868.44,1,17/11/2023,3868.44,618.95
SEL-11131,Monitor Curvo 27',Resolución 2K 144Hz,6262.28,5,06/04/2023,31311.4,5009.82
SEL-11648,Smartphone X,Pantalla OLED 6.5 pulgadas,6572.9,3,23/08/2023,19718.7,3154.99
SEL-11602,Cafetera Espresso,Presión 15 bares automática,3492.63,2,02/01/2023,6985.26,1117.64
SEL-11382,Cafetera Espresso,Presión 15 bares automática,2922.72,3,04/05/2023,8768.16,1402.91
SEL-10083,Monitor Curvo 27',Resolución 2K 144Hz,,5,28/11/2023,0.0,0.0
SEL-11516,Lámpara LED Escritorio,3 niveles de temperatura de color,2801.22,2,04/09/2023,5602.44,896.39
SEL-10981,Batería Portátil,20000mAh carga rápida,7008.58,1,12/03/2024,7008.58,1121.37
SEL-10214,Silla de Oficina,Soporte lumbar ajustable,4224.83,4,15/02/2024,16899.32,2703.89
SEL-12216,Lámpara LED Escritorio,3 niveles de temperatura de color,702.75,1,04/09/2023,702.75,112.44
SEL-10327,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,5127.66,5,21/10/2023,25638.3,4102.13
SEL-11009,Cafetera Espresso,Presión 15 bares automática,5509.66,4,02/02/2024,22038.64,3526.18
SEL-11602,Cafetera Espresso,Presión 15 bares automática,3492.63,2,02/01/2023,6985.26,1117.64
SEL-10009,Teclado Inalámbrico,Teclas silenciosas español,,1,01/05/2024,0.0,0.0
SEL-11919,Cafetera Espresso,Presión 15 bares automática,2185.77,2,31/07/2023,4371.54,699.45
SEL-12267,Silla de Oficina,Soporte lumbar ajustable,6307.31,3,30/06/2023,18921.93,3027.51
SEL-12186,Silla de Oficina,Soporte lumbar ajustable,3337.1,4,05/05/2024,13348.4,2135.74
SEL-10567,Lámpara LED Escritorio,3 niveles de temperatura de color,2812.22,5,30/01/2024,14061.1,2249.78
SEL-10745,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,544.24,3,21/11/2023,1632.72,261.24
SEL-10725,Mochila Porta Laptop,Impermeable con puerto USB,7310.77,2,07/09/2023,14621.54,2339.45
SEL-10633,Monitor Curvo 27',Resolución 2K 144Hz,7799.51,3,21/10/2023,23398.53,3743.76
SEL-11940,Lámpara LED Escritorio,3 niveles de temperatura de color,5694.62,3,24/03/2023,17083.86,2733.42
SEL-11187,Batería Portátil,20000mAh carga rápida,3277.85,2,02/05/2023,6555.7,1048.91
SEL-11492,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,7036.28,5,24/01/2024,35181.4,5629.02
SEL-10861,Cafetera Espresso,Presión 15 bares automática,1275.99,4,05/01/2024,5103.96,816.63
SEL-10897,Cafetera Espresso,Presión 15 bares automática,3221.14,2,06/04/2024,6442.28,1030.76
SEL-10068,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,,3,22/03/2023,0.0,0.0
SEL-12236,Teclado Inalámbrico,Teclas silenciosas español,4819.12,2,19/07/2023,9638.24,1542.12
SEL-11924,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,3663.91,4,16/09/2023,14655.64,2344.9
SEL-12076,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,377.03,5,19/07/2023,1885.15,301.62
SEL-10765,Lámpara LED Escritorio,3 niveles de temperatura de color,461.12,5,04/12/2023,2305.6,368.9
SEL-11205,Batería Portátil,20000mAh carga rápida,5318.62,4,12/05/2023,21274.48,3403.92
SEL-11685,Mochila Porta Laptop,Impermeable con puerto USB,6974.33,1,03/03/2023,6974.33,1115.89
SEL-11394,Monitor Curvo 27',Resolución 2K 144Hz,3914.9,3,02/03/2023,11744.7,1879.15
SEL-11467,Cafetera Espresso,Presión 15 bares automática,4169.87,4,06/07/2023,16679.48,2668.72
SEL-12089,Monitor Curvo 27',Resolución 2K 144Hz,270.3,3,15/07/2023,810.9,129.74
SEL-10648,Teclado Inalámbrico,Teclas silenciosas español,1589.9,2,16/02/2024,3179.8,508.77
SEL-11701,Teclado Inalámbrico,Teclas silenciosas español,3132.84,5,15/02/2023,15664.2,2506.27
SEL-10380,Mochila Porta Laptop,Impermeable con puerto USB,1187.14,4,24/04/2024,4748.56,759.77
SEL-10945,Silla de Oficina,Soporte lumbar ajustable,6446.84,3,03/08/2023,19340.52,3094.48
SEL-10598,Teclado Inalámbrico,Teclas silenciosas español,7023.2,3,04/06/2023,21069.6,3371.14
SEL-10216,Smartphone X,Pantalla OLED 6.5 pulgadas,2840.52,2,14/04/2023,5681.04,908.97
SEL-11318,Teclado Inalámbrico,Teclas silenciosas español,4939.91,3,26/10/2023,14819.73,2371.16
SEL-12046,Monitor Curvo 27',Resolución 2K 144Hz,6210.26,2,27/06/2023,12420.52,1987.28
SEL-12365,Lámpara LED Escritorio,3 niveles de temperatura de color,2417.5,1,04/04/2024,2417.5,386.8
SEL-10520,Batería Portátil,20000mAh carga rápida,4741.31,5,03/04/2023,23706.55,3793.05
SEL-10728,Teclado Inalámbrico,Teclas silenciosas español,5132.17,4,22/02/2023,20528.68,3284.59
SEL-10385,Teclado Inalámbrico,Teclas silenciosas español,7114.09,1,06/01/2024,7114.09,1138.25
SEL-11631,Silla de Oficina,Soporte lumbar ajustable,7084.66,5,08/01/2024,35423.3,5667.73
SEL-10110,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,7057.35,3,10/01/2024,21172.05,3387.53
SEL-10104,Cafetera Espresso,Presión 15 bares automática,6339.48,1,02/07/2023,6339.48,1014.32
SEL-10761,Teclado Inalámbrico,Teclas silenciosas español,6344.67,3,08/05/2024,19034.01,3045.44
SEL-10577,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,7211.14,3,30/10/2023,21633.42,3461.35
SEL-10717,Teclado Inalámbrico,Teclas silenciosas español,2180.0,4,17/02/2023,8720.0,1395.2
SEL-11119,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,3950.9,3,10/02/2024,11852.7,1896.43
SEL-10365,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,7876.06,1,15/01/2023,7876.06,1260.17
SEL-11803,Batería Portátil,20000mAh carga rápida,5670.75,1,15/09/2023,5670.75,907.32
SEL-11375,Smartphone X,Pantalla OLED 6.5 pulgadas,2340.21,3,06/02/2023,7020.63,1123.3
SEL-10129,Smartphone X,Pantalla OLED 6.5 pulgadas,5571.88,3,24/03/2024,16715.64,2674.5
SEL-12420,Cafetera Espresso,Presión 15 bares automática,3134.55,2,07/03/2023,6269.1,1003.06
SEL-12362,Mochila Porta Laptop,Impermeable con puerto USB,2284.58,1,23/03/2024,2284.58,365.53
SEL-11274,Silla de Oficina,Soporte lumbar ajustable,5757.01,3,27/09/2023,17271.03,2763.36
SEL-11132,Cafetera Espresso,Presión 15 bares automática,5498.58,4,05/01/2023,21994.32,3519.09
SEL-11834,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,5542.47,4,09/03/2023,22169.88,3547.18
SEL-11364,Smartphone X,Pantalla OLED 6.5 pulgadas,1121.81,5,24/12/2023,5609.05,897.45
SEL-11291,Mochila Porta Laptop,Impermeable con puerto USB,4099.75,3,24/04/2024,12299.25,1967.88
SEL-11137,Mochila Porta Laptop,Impermeable con puerto USB,1299.11,2,26/02/2023,2598.22,415.72
SEL-12024,Monitor Curvo 27',Resolución 2K 144Hz,977.33,1,18/02/2023,977.33,156.37
SEL-10029,Mochila Porta Laptop,Impermeable con puerto USB,,4,05/01/2024,0.0,0.0
SEL-12296,Monitor Curvo 27',Resolución 2K 144Hz,7836.86,4,12/09/2023,31347.44,5015.59
SEL-11361,Smartphone X,Pantalla OLED 6.5 pulgadas,6165.54,2,05/11/2023,12331.08,1972.97
SEL-11697,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,5365.54,2,03/08/2023,10731.08,1716.97
SEL-10287,Mochila Porta Laptop,Impermeable con puerto USB,711.82,3,23/02/2023,2135.46,341.67
SEL-10247,Lámpara LED Escritorio,3 niveles de temperatura de color,1467.81,2,24/02/2024,2935.62,469.7
SEL-10501,Smartphone X,Pantalla OLED 6.5 pulgadas,3691.93,4,12/02/2023,14767.72,2362.84
SEL-10414,Cafetera Espresso,Presión 15 bares automática,1963.62,5,25/03/2024,9818.1,1570.9
SEL-10752,Monitor Curvo 27',Resolución 2K 144Hz,5381.8,3,01/03/2023,16145.4,2583.26
SEL-11576,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,7562.74,3,19/05/2023,22688.22,3630.12
SEL-11140,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,1131.77,4,15/01/2024,4527.08,724.33
SEL-10207,Lámpara LED Escritorio,3 niveles de temperatura de color,3340.09,3,15/03/2024,10020.27,1603.24
SEL-12059,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,6681.43,2,26/02/2024,13362.86,2138.06
SEL-11633,Lámpara LED Escritorio,3 niveles de temperatura de color,7797.02,5,01/01/2023,38985.1,6237.62
SEL-10190,Cafetera Espresso,Presión 15 bares automática,3222.11,3,08/03/2024,9666.33,1546.61
SEL-12406,Silla de Oficina,Soporte lumbar ajustable,6106.92,1,06/01/2024,6106.92,977.11
SEL-11459,Mochila Porta Laptop,Impermeable con puerto USB,1618.1,1,22/01/2024,1618.1,258.9
SEL-10277,Monitor Curvo 27',Resolución 2K 144Hz,5518.69,3,02/07/2023,16556.07,2648.97
SEL-10353,Mochila Porta Laptop,Impermeable con puerto USB,3377.9,3,09/05/2023,10133.7,1621.39
SEL-11644,Batería Portátil,20000mAh carga rápida,2968.0,2,01/04/2023,5936.0,949.76
SEL-12051,Teclado Inalámbrico,Teclas silenciosas español,364.99,3,28/08/2023,1094.97,175.2
SEL-12167,Lámpara LED Escritorio,3 niveles de temperatura de color,2175.85,3,24/03/2024,6527.55,1044.41
SEL-12310,Mochila Porta Laptop,Impermeable con puerto USB,609.89,3,04/06/2023,1829.67,292.75
SEL-10454,Teclado Inalámbrico,Teclas silenciosas español,852.24,3,21/03/2023,2556.72,409.08
SEL-11215,Teclado Inalámbrico,Teclas silenciosas español,4274.76,5,07/03/2023,21373.8,3419.81
SEL-11739,Smartphone X,Pantalla OLED 6.5 pulgadas,5687.77,4,06/10/2023,22751.08,3640.17
SEL-11976,Silla de Oficina,Soporte lumbar ajustable,5863.03,2,26/02/2024,11726.06,1876.17
SEL-10869,Teclado Inalámbrico,Teclas silenciosas español,2606.69,1,08/12/2023,2606.69,417.07
SEL-10923,Mochila Porta Laptop,Impermeable con puerto USB,7928.2,1,18/11/2023,7928.2,1268.51
SEL-11463,Teclado Inalámbrico,Teclas silenciosas español,7592.99,2,20/01/2023,15185.98,2429.76
SEL-11052,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,674.93,3,02/01/2023,2024.79,323.97
SEL-10687,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,4556.97,2,26/12/2023,9113.94,1458.23
SEL-11692,Cafetera Espresso,Presión 15 bares automática,2089.71,4,08/01/2024,8358.84,1337.41
SEL-10724,Silla de Oficina,Soporte lumbar ajustable,7761.3,3,10/04/2024,23283.9,3725.42
SEL-10467,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,2530.35,2,09/11/2023,5060.7,809.71
SEL-11879,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,4507.87,4,11/03/2024,18031.48,2885.04
SEL-11630,Monitor Curvo 27',Resolución 2K 144Hz,7453.12,1,27/01/2023,7453.12,1192.5
SEL-12130,Teclado Inalámbrico,Teclas silenciosas español,3608.06,1,31/03/2023,3608.06,577.29
SEL-12045,Batería Portátil,20000mAh carga rápida,4796.06,3,27/04/2023,14388.18,2302.11
SEL-11729,Cafetera Espresso,Presión 15 bares automática,5669.39,4,20/12/2023,22677.56,3628.41
SEL-11143,Monitor Curvo 27',Resolución 2K 144Hz,2660.72,2,05/11/2023,5321.44,851.43
SEL-11560,Monitor Curvo 27',Resolución 2K 144Hz,7108.42,2,17/02/2024,14216.84,2274.69
SEL-11529,Mochila Porta Laptop,Impermeable con puerto USB,7604.66,4,25/05/2023,30418.64,4866.98
SEL-11850,Monitor Curvo 27',Resolución 2K 144Hz,3071.83,5,20/07/2023,15359.15,2457.46
SEL-10506,Mochila Porta Laptop,Impermeable con puerto USB,934.54,5,09/01/2024,4672.7,747.63
SEL-11647,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,1906.37,4,14/11/2023,7625.48,1220.08
SEL-12012,Mochila Porta Laptop,Impermeable con puerto USB,2295.95,3,21/10/2023,6887.85,1102.06
SEL-11256,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,5913.72,1,11/04/2023,5913.72,946.2
SEL-10039,Teclado Inalámbrico,Teclas silenciosas español,,4,19/11/2023,0.0,0.0
SEL-12168,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,1366.4,1,04/03/2024,1366.4,218.62
SEL-11877,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,4986.62,5,09/08/2023,24933.1,3989.3
SEL-11434,Silla de Oficina,Soporte lumbar ajustable,2694.4,2,22/04/2024,5388.8,862.21
SEL-11429,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,511.67,5,11/07/2023,2558.35,409.34
SEL-10157,Cafetera Espresso,Presión 15 bares automática,7566.93,4,17/12/2023,30267.72,4842.84
SEL-10584,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,5909.7,5,25/12/2023,29548.5,4727.76
SEL-10200,Cafetera Espresso,Presión 15 bares automática,6559.18,5,06/02/2024,32795.9,5247.34
SEL-11415,Lámpara LED Escritorio,3 niveles de temperatura de color,3971.67,2,02/08/2023,7943.34,1270.93
SEL-12204,Cafetera Espresso,Presión 15 bares automática,7974.83,2,24/07/2023,15949.66,2551.95
SEL-10345,Teclado Inalámbrico,Teclas silenciosas español,1204.59,1,19/03/2023,1204.59,192.73
SEL-10394,Teclado Inalámbrico,Teclas silenciosas español,1896.7,2,12/11/2023,3793.4,606.94
SEL-11412,Mochila Porta Laptop,Impermeable con puerto USB,3983.75,4,29/01/2023,15935.0,2549.6
SEL-11694,Mochila Porta Laptop,Impermeable con puerto USB,7349.88,2,05/01/2024,14699.76,2351.96
SEL-12286,Mochila Porta Laptop,Impermeable con puerto USB,214.76,3,14/11/2023,644.28,103.08
SEL-12391,Mochila Porta Laptop,Impermeable con puerto USB,6993.34,1,28/04/2023,6993.34,1118.93
SEL-11915,Smartphone X,Pantalla OLED 6.5 pulgadas,4476.81,4,06/01/2024,17907.24,2865.16
SEL-10704,Silla de Oficina,Soporte lumbar ajustable,4472.31,1,13/06/2023,4472.31,715.57
SEL-11762,Mochila Porta Laptop,Impermeable con puerto USB,6339.63,3,28/04/2024,19018.89,3043.02
SEL-10367,Batería Portátil,20000mAh carga rápida,3235.98,2,31/01/2023,6471.96,1035.51
SEL-12229,Smartphone X,Pantalla OLED 6.5 pulgadas,1861.15,3,16/02/2023,5583.45,893.35
SEL-12213,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,3694.51,3,19/03/2023,11083.53,1773.36
SEL-11621,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,936.85,2,03/04/2023,1873.7,299.79
SEL-10856,Teclado Inalámbrico,Teclas silenciosas español,7535.52,5,17/09/2023,37677.6,6028.42
SEL-10432,Silla de Oficina,Soporte lumbar ajustable,6704.61,4,05/12/2023,26818.44,4290.95
SEL-10278,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,1031.99,1,14/04/2024,1031.99,165.12
SEL-11684,Batería Portátil,20000mAh carga rápida,1389.13,2,30/04/2023,2778.26,444.52
SEL-11467,Cafetera Espresso,Presión 15 bares automática,4169.87,4,06/07/2023,16679.48,2668.72
SEL-10714,Teclado Inalámbrico,Teclas silenciosas español,7764.26,2,28/11/2023,15528.52,2484.56
SEL-10782,Silla de Oficina,Soporte lumbar ajustable,7087.53,2,25/03/2024,14175.06,2268.01
SEL-12295,Lámpara LED Escritorio,3 niveles de temperatura de color,3459.14,5,15/02/2023,17295.7,2767.31
SEL-11583,Smartphone X,Pantalla OLED 6.5 pulgadas,1856.87,2,25/08/2023,3713.74,594.2
SEL-10227,Smartphone X,Pantalla OLED 6.5 pulgadas,1797.3,3,13/04/2023,5391.9,862.7
SEL-11064,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,319.82,2,01/10/2023,639.64,102.34
SEL-11010,Smartphone X,Pantalla OLED 6.5 pulgadas,6220.33,5,16/07/2023,31101.65,4976.26
SEL-10938,Monitor Curvo 27',Resolución 2K 144Hz,7192.94,3,07/05/2023,21578.82,3452.61
